run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
7451940-7;Helena Barrera Henriquez;helena.barrera17@mail.cl;985041939;912809845.0;Av Pedro de Valdivia 1900;San Miguel;13;Metropolitana;socio_titular;;;28-11-04;01-01-25;31-12-25;SI;socio;clave5818;La Florida
6871396-9;Patricia Mendez Quezada;patricia.mendez697@mail.cl;826448;950810312.0;Av Vicu�a Mackenna 4000;Maipu;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave2963;Santiago Centro
20585621-8;Gonzalo Lagos Barrera;gonzalo.lagos999@mail.cl;481413;929310264.0;Av Alameda 3200;Independencia;13;Metropolitana;adicional;18010769-K;prima;24-04-03;01-01-25;31-12-25;NO;;;Santiago Centro
5021393-5;Kevin Ortiz Ortiz;kevin.ortiz757@mail.cl;955040192;929560488.0;Av Alameda 800;La Reina;13;Metropolitana;beneficiario;9151881-3;c—nyuge;24-05-89;01-01-25;31-12-25;NO;;;La Florida
13804925-9;Beatriz Fuentes Henriquez;beatriz.fuentes444@mail.cl;486471;918403335.0;Av Vicu�a Mackenna 3800;Las Condes;13;Metropolitana;adicional;16804818-1;prima;26-08-88;01-01-25;31-12-25;NO;;;La Florida
15024126-7;Helena Nuñez Lagos;helena.nunez953@mail.cl;946514927;;Av Vitacura 2100;La Reina;13;Metropolitana;invitado;7436266-4;padre;27-09-60;01-01-25;31-12-25;NO;;;La Florida
24590975-6;Loreto Nuñez Barrera;loreto.nunez204@mail.cl;239161;946440688.0;Av Macul 100;Nunoa;13;Metropolitana;invitado;16001455-5;hijo;09-01-59;01-01-25;31-12-25;NO;;;Santiago Centro
5823813-2;Javiera Mendez Alvarez;javiera.mendez307@mail.cl;910984840;979611040.0;Av Pedro de Valdivia 3500;Vina del Mar;5;Valparaiso;adicional;6632842-2;madre;11-05-91;01-01-25;31-12-25;NO;;;La Florida
14225782-3;Mauricio Lagos Mendez;mauricio.lagos907@mail.cl;966651587;939102982.0;Av Apoquindo 2400;Maipu;13;Metropolitana;administrativo;;;18-02-54;01-01-25;31-12-25;SI;administrativo;clave6376;Providencia
21409267-0;Gonzalo Espinoza Jara;gonzalo.espinoza316@mail.cl;139874;995936646.0;Av Alameda 1900;Puente Alto;13;Metropolitana;invitado;18701738-6;abuela;20-12-01;01-01-25;31-12-25;NO;;;Santiago Centro
8994907-0;Claudio Jara Pardo;claudio.jara797@mail.cl;439157;992866682.0;Av Gran Avenida 700;La Florida;13;Metropolitana;socio_titular;;;25-01-51;01-01-25;31-12-25;SI;socio;clave6426;Providencia
13119302-5;Helena Galdames Fuentes;helena.galdames850@mail.cl;933870901;912797000.0;Av Providencia 1000;Nunoa;13;Metropolitana;adicional;11166446-1;hijo;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
11333836-9;Natalia Galdames Espinoza;natalia.galdames576@mail.cl;164376;983531369.0;Av Apoquindo 2100;Puente Alto;13;Metropolitana;adicional;13408836-2;abuela;20-11-84;01-01-25;31-12-25;NO;;;La Florida
23423239-5;Oscar Galdames Nuñez;oscar.galdames464@mail.cl;919187744;935343506.0;Av Macul 1600;Puente Alto;13;Metropolitana;adicional;10345669-K;abuela;08-10-58;01-01-25;31-12-25;NO;;;La Florida
18142443-5;Kevin Duarte Henriquez;kevin.duarte707@mail.cl;530262;976316816.0;Av Vicu�a Mackenna 100;Santa Cruz;6;O'Higgins;adicional;6058329-2;abuelo;22-02-65;01-01-25;31-12-25;NO;;;Santiago Centro
17651502-7;Natalia Ortiz Mendez;natalia.ortiz930@mail.cl;935862091;;Av Irarrazaval 1100;Nunoa;13;Metropolitana;invitado;16653005-1;padre;09-09-00;01-01-25;31-12-25;NO;;;Providencia
8792487-4;Patricia Nuñez Mendez;patricia.nunez177@mail.cl;983666492;;Av Apoquindo 800;Vina del Mar;5;Valparaiso;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave2253;Santiago Centro
9686877-9;Gonzalo Henriquez Ortiz;gonzalo.henriquez434@mail.cl;591943;;Av Irarrazaval 800;Santiago;13;Metropolitana;invitado;18478099-2;primo;-1990;01-01-25;31-12-25;NO;;;La Florida
17515748-1;Patricia Pardo Pardo;patricia.pardo112@mail.cl;975214638;997823536.0;Av Macul 900;Concepcion;8;BioBio;beneficiario;24790376-3;c—nyuge;21-01-90;01-01-25;31-12-25;NO;;;Providencia
21539642-4;Daniela Quezada Duarte;daniela.quezada814@mail.cl;157403;912655489.0;Av Irarrazaval 3000;Las Condes;13;Metropolitana;adicional;11509212-2;primo;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
8309127-4;Helena Galdames Mendez;helena.galdames843@mail.cl;935133412;940030991.0;Av Macul 700;Independencia;13;Metropolitana;beneficiario;17482790-7;c—nyuge;04-12-87;01-01-25;31-12-25;NO;;;Providencia
23150355-2;Alvaro Quezada Quezada;alvaro.quezada850@mail.cl;73757;925049237.0;Av Macul 1200;La Florida;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave2044;La Florida
11475851-7;Beatriz Galdames Ortiz;beatriz.galdames258@mail.cl;360865;956579124.0;Av Recoleta 1000;Santiago;13;Metropolitana;adicional;22310528-9;padre;02-03-05;01-01-25;31-12-25;NO;;;Providencia
12818601-8;Gonzalo Iturra Pardo;gonzalo.iturra284@mail.cl;641923;967692590.0;Av Apoquindo 1800;Providencia;13;Metropolitana;socio_titular;;;22-09-03;01-01-25;31-12-25;SI;socio;clave9796;Santa Cruz
5366505-5;Beatriz Ortiz Mendez;beatriz.ortiz138@mail.cl;982762833;980841281.0;Av Gran Avenida 2300;Providencia;13;Metropolitana;adicional;8554458-8;abuelo;05-08-55;01-01-25;31-12-25;NO;;;Providencia
8906833-5;Oscar Henriquez Mendez;oscar.henriquez317@mail.cl;164118;;Av Vicu�a Mackenna 3000;San Miguel;13;Metropolitana;invitado;20598546-8;prima;-1990;01-01-25;31-12-25;NO;;;La Florida
13223521-K;Mauricio Alvarez Duarte;mauricio.alvarez640@mail.cl;940110273;;Av Gran Avenida 300;Santiago;13;Metropolitana;adicional;6871396-9;abuela;09-04-64;01-01-25;31-12-25;NO;;;Santa Cruz
7108595-9;Oscar Mendez Ortiz;oscar.mendez989@mail.cl;937526181;;Av Vicu�a Mackenna 1200;La Florida;13;Metropolitana;adicional;10007053-3;madre;07-08-99;01-01-25;31-12-25;NO;;;Providencia
7583659-0;Gonzalo Jara Galdames;gonzalo.jara816@mail.cl;350815;;Av Vicu�a Mackenna 400;Providencia;13;Metropolitana;adicional;15182198-7;hijo;1990-01;01-01-25;31-12-25;NO;;;La Florida
9546971-2;Oscar Barrera Quezada;oscar.barrera248@mail.cl;963443956;;Av Macul 2400;Santa Cruz;6;O'Higgins;socio_titular;;;18-07-97;01-01-25;31-12-25;SI;socio;clave6632;La Florida
14688060-6;Mauricio Quezada Espinoza;mauricio.quezada600@mail.cl;957070087;947046274.0;Av Providencia 700;Las Condes;13;Metropolitana;adicional;8275193-9;hijo;25-04-56;01-01-25;31-12-25;NO;;;Providencia
5970403-6;Kevin Contreras Contreras;kevin.contreras860@mail.cl;91817;;Av Apoquindo 2000;La Reina;13;Metropolitana;invitado;21896425-6;abuela;04-02-89;01-01-25;31-12-25;NO;;;La Florida
19362961-K;Patricia Henriquez Henriquez;patricia.henriquez190@mail.cl;398619;912691565.0;Av Alameda 1600;La Florida;13;Metropolitana;adicional;20598546-8;abuelo;18-04-65;01-01-25;31-12-25;NO;;;Santiago Centro
6318448-9;Felicia Henriquez Contreras;felicia.henriquez197@mail.cl;82074;;Av Irarrazaval 900;San Miguel;13;Metropolitana;invitado;12988739-7;madre;24-09-96;01-01-25;31-12-25;NO;;;Providencia
7771099-K;Gonzalo Iturra Quezada;gonzalo.iturra681@mail.cl;935542015;;Av Providencia 1900;Nunoa;13;Metropolitana;adicional;9370266-7;padre;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
22374294-2;Gonzalo Quezada Quezada;gonzalo.quezada74@mail.cl;810654;;Av Vicu�a Mackenna 3000;Nunoa;13;Metropolitana;adicional;15964724-2;abuelo;25-05-87;01-01-25;31-12-25;NO;;;La Florida
16177762-5;Oscar Quezada Contreras;oscar.quezada690@mail.cl;978654532;;Av Alameda 2600;San Miguel;13;Metropolitana;adicional;11945986-9;madre;17-02-63;01-01-25;31-12-25;NO;;;Providencia
13548054-2;Kevin Mendez Espinoza;kevin.mendez692@mail.cl;90120;972239358.0;Av Providencia 3200;Independencia;13;Metropolitana;invitado;21724764-1;primo;16-10-89;01-01-25;31-12-25;NO;;;Santiago Centro
7418925-3;Javiera Lagos Barrera;javiera.lagos723@mail.cl;960140050;930896607.0;Av Gran Avenida 4000;Concepcion;8;BioBio;socio_titular;;;14-12-85;01-01-25;31-12-25;SI;socio;clave4175;Santiago Centro
19276791-1;Ignacio Contreras Nuñez;ignacio.contreras785@mail.cl;961123948;;Av Vicu�a Mackenna 3400;La Reina;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave6100;La Florida
8245736-4;Oscar Iturra Jara;oscar.iturra303@mail.cl;942871058;973747459.0;Av Macul 2300;Vina del Mar;5;Valparaiso;invitado;24790376-3;primo;11-01-55;01-01-25;31-12-25;NO;;;La Florida
19940057-6;Claudio Espinoza Duarte;claudio.espinoza347@mail.cl;638540;980676037.0;Av Vitacura 900;Vina del Mar;5;Valparaiso;adicional;9915422-3;padre;06-07-92;01-01-25;31-12-25;NO;;;Providencia
19491300-9;Daniela Alvarez Barrera;daniela.alvarez448@mail.cl;809265;;Av Providencia 3600;Vina del Mar;5;Valparaiso;administrativo;;;-1990;01-01-25;31-12-25;SI;administrativo;clave2677;Providencia
5492386-9;Helena Fuentes Mendez;helena.fuentes126@mail.cl;938910770;;Av Apoquindo 1000;San Miguel;13;Metropolitana;invitado;18797380-0;abuela;05-01-01;01-01-25;31-12-25;NO;;;Santa Cruz
23566325-2;Ignacio Iturra Iturra;ignacio.iturra788@mail.cl;762145;;Av Alameda 3900;Las Condes;13;Metropolitana;beneficiario;21005871-2;c—nyuge;20-10-75;01-01-25;31-12-25;NO;;;La Florida
10476735-4;Natalia Quezada Fuentes;natalia.quezada805@mail.cl;942765489;970483407.0;Av Apoquindo 500;Concepcion;8;BioBio;socio_titular;;;16-09-84;01-01-25;31-12-25;SI;socio;clave2340;Santa Cruz
10280368-K;Beatriz Henriquez Espinoza;beatriz.henriquez535@mail.cl;606203;915541772.0;Av Alameda 1600;Concepcion;8;BioBio;socio_titular;;;15-08-02;01-01-25;31-12-25;SI;socio;clave7246;La Florida
12717597-4;Daniela Iturra Pardo;daniela.iturra451@mail.cl;724608;;Av Vitacura 100;Nunoa;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave2605;Santa Cruz
7784753-7;Enrique Fuentes Nuñez;enrique.fuentes445@mail.cl;355411;;Av Vitacura 3100;Las Condes;13;Metropolitana;invitado;24610405-0;padre;22-03-91;01-01-25;31-12-25;NO;;;Providencia
10407534-7;Patricia Fuentes Galdames;patricia.fuentes849@mail.cl;935174809;985421477.0;Av Apoquindo 2200;Maipu;13;Metropolitana;adicional;11945986-9;abuela;07-05-94;01-01-25;31-12-25;NO;;;Santiago Centro
22655131-K;Gonzalo Mendez Espinoza;gonzalo.mendez902@mail.cl;873041;962040614.0;Av Gran Avenida 2600;Concepcion;8;BioBio;invitado;21918818-6;madre;13-02-71;01-01-25;31-12-25;NO;;;Providencia
21303631-4;Enrique Jara Fuentes;enrique.jara219@mail.cl;982600909;929686533.0;Av Macul 3800;La Florida;13;Metropolitana;adicional;6115597-9;primo;17-05-69;01-01-25;31-12-25;NO;;;Santiago Centro
22016768-2;Enrique Iturra Fuentes;enrique.iturra148@mail.cl;998409880;;Av Recoleta 2700;Santa Cruz;6;O'Higgins;adicional;18881751-3;abuelo;07-10-78;01-01-25;31-12-25;NO;;;La Florida
16804137-0;Javiera Duarte Pardo;javiera.duarte183@mail.cl;714350;;Av Apoquindo 2900;La Florida;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave9364;La Florida
24566096-0;Oscar Mendez Iturra;oscar.mendez363@mail.cl;17801;927319021.0;Av Vicu�a Mackenna 1500;Santa Cruz;6;O'Higgins;administrativo;;;10-04-77;01-01-25;31-12-25;SI;administrativo;clave4906;Santa Cruz
9896952-1;Enrique Quezada Galdames;enrique.quezada10@mail.cl;667425;961217767.0;Av Macul 3900;Nunoa;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave9812;La Florida
19069332-5;Beatriz Galdames Duarte;beatriz.galdames674@mail.cl;941805367;;Av Irarrazaval 1100;Vina del Mar;5;Valparaiso;adicional;17876851-4;madre;11-09-87;01-01-25;31-12-25;NO;;;Santa Cruz
15768799-5;Patricia Quezada Jara;patricia.quezada31@mail.cl;548731;;Av Macul 2000;Independencia;13;Metropolitana;adicional;13918839-K;prima;02-09-66;01-01-25;31-12-25;NO;;;Providencia
15244151-7;Natalia Barrera Iturra;natalia.barrera642@mail.cl;952736454;;Av Gran Avenida 3700;Maipu;13;Metropolitana;beneficiario;21724764-1;c—nyuge;22-06-52;01-01-25;31-12-25;NO;;;Santiago Centro
13905640-3;Javiera Henriquez Galdames;javiera.henriquez739@mail.cl;942619833;;Av Alameda 3300;Independencia;13;Metropolitana;socio_titular;;;04-03-69;01-01-25;31-12-25;SI;socio;clave3319;Santa Cruz
10942709-8;Felicia Espinoza Duarte;felicia.espinoza663@mail.cl;983719111;990252338.0;Av Pedro de Valdivia 2200;La Reina;13;Metropolitana;socio_titular;;;06-01-70;01-01-25;31-12-25;SI;socio;clave7069;La Florida
14594964-5;Claudio Fuentes Galdames;claudio.fuentes844@mail.cl;967503989;951316046.0;Av Irarrazaval 2500;Vina del Mar;5;Valparaiso;invitado;12728713-9;primo;17-05-00;01-01-25;31-12-25;NO;;;Santiago Centro
23861009-8;Beatriz Mendez Galdames;beatriz.mendez979@mail.cl;112120;985246972.0;Av Irarrazaval 500;Maipu;13;Metropolitana;invitado;9297003-4;hijo;20-09-71;01-01-25;31-12-25;NO;;;Santa Cruz
14103927-1;Alvaro Ortiz Fuentes;alvaro.ortiz146@mail.cl;315891;931396695.0;Av Vitacura 3700;La Florida;13;Metropolitana;socio_titular;;;08-08-52;01-01-25;31-12-25;SI;socio;clave2808;Providencia
6169628-8;Ignacio Galdames Barrera;ignacio.galdames415@mail.cl;973661740;960198604.0;Av Pedro de Valdivia 1200;Santa Cruz;6;O'Higgins;socio_titular;;;08-08-50;01-01-25;31-12-25;SI;socio;clave1164;La Florida
9903786-5;Claudio Pardo Mendez;claudio.pardo48@mail.cl;929039556;;Av Irarrazaval 1400;San Miguel;13;Metropolitana;invitado;24259004-K;prima;01-06-51;01-01-25;31-12-25;NO;;;Santa Cruz
11379885-8;Oscar Fuentes Jara;oscar.fuentes680@mail.cl;195154;939832862.0;Av Macul 1500;Independencia;13;Metropolitana;adicional;6733680-9;abuela;18-01-53;01-01-25;31-12-25;NO;;;Santa Cruz
23532615-9;Natalia Quezada Alvarez;natalia.quezada657@mail.cl;947830727;;Av Vitacura 1300;Santa Cruz;6;O'Higgins;beneficiario;23814404-3;c—nyuge;08-05-87;01-01-25;31-12-25;NO;;;Providencia
22123646-7;Daniela Mendez Duarte;daniela.mendez321@mail.cl;455763;948640900.0;Av Pedro de Valdivia 500;Nunoa;13;Metropolitana;invitado;12685186-0;abuela;18-01-01;01-01-25;31-12-25;NO;;;Providencia
8929751-5;Loreto Jara Ortiz;loreto.jara529@mail.cl;944532058;;Av Vitacura 1000;La Florida;13;Metropolitana;adicional;22070632-K;prima;02-06-05;01-01-25;31-12-25;NO;;;La Florida
22042719-4;Javiera Nuñez Alvarez;javiera.nunez6@mail.cl;36857;;Av Apoquindo 1300;Santa Cruz;6;O'Higgins;invitado;24616191-7;padre;01-01-90;01-01-25;31-12-25;NO;;;La Florida
13171234-0;Javiera Lagos Galdames;javiera.lagos680@mail.cl;976947732;920808886.0;Av Vicu�a Mackenna 300;Independencia;13;Metropolitana;adicional;9705901-8;hijo;17-10-83;01-01-25;31-12-25;NO;;;Santa Cruz
13766616-2;Patricia Pardo Duarte;patricia.pardo766@mail.cl;942585188;;Av Vitacura 900;Concepcion;8;BioBio;invitado;13660065-2;madre;19-04-95;01-01-25;31-12-25;NO;;;Santa Cruz
10780438-1;Claudio Barrera Quezada;claudio.barrera990@mail.cl;928726762;;Av Apoquindo 2600;La Florida;13;Metropolitana;socio_titular;;;25-01-85;01-01-25;31-12-25;SI;socio;clave4503;Providencia
20951877-7;Alvaro Mendez Alvarez;alvaro.mendez538@mail.cl;835080;;Av Macul 2800;Independencia;13;Metropolitana;invitado;12529254-2;prima;17-07-71;01-01-25;31-12-25;NO;;;La Florida
19456091-5;Natalia Quezada Galdames;natalia.quezada930@mail.cl;990153124;;Av Vicu�a Mackenna 2000;La Reina;13;Metropolitana;invitado;11882029-0;abuela;1990-01;01-01-25;31-12-25;NO;;;Providencia
23869043-9;Loreto Nuñez Iturra;loreto.nunez813@mail.cl;226790;956627283.0;Av Macul 600;San Miguel;13;Metropolitana;socio_titular;;;17-10-70;01-01-25;31-12-25;SI;socio;clave3036;Santiago Centro
13538403-8;Loreto Galdames Jara;loreto.galdames695@mail.cl;986832471;975865559.0;Av Providencia 1700;Concepcion;8;BioBio;beneficiario;6168484-0;c—nyuge;23-01-94;01-01-25;31-12-25;NO;;;Santiago Centro
20314795-3;Felicia Ortiz Henriquez;felicia.ortiz789@mail.cl;996355653;998623345.0;Av Alameda 2900;Independencia;13;Metropolitana;adicional;24828388-0;madre;22-06-61;01-01-25;31-12-25;NO;;;Providencia
7372053-2;Enrique Galdames Duarte;enrique.galdames825@mail.cl;947513727;;Av Alameda 2200;Santiago;13;Metropolitana;invitado;9883512-8;prima;02-04-50;01-01-25;31-12-25;NO;;;Santa Cruz
20711164-3;Mauricio Ortiz Pardo;mauricio.ortiz33@mail.cl;851270;959216228.0;Av Irarrazaval 2800;San Miguel;13;Metropolitana;socio_titular;;;18-10-53;01-01-25;31-12-25;SI;socio;clave3601;Santa Cruz
10205942-7;Javiera Contreras Quezada;javiera.contreras581@mail.cl;986484804;956210749.0;Av Macul 900;Maipu;13;Metropolitana;adicional;8240232-3;hijo;08-02-95;01-01-25;31-12-25;NO;;;Santa Cruz
13403699-0;Loreto Fuentes Quezada;loreto.fuentes465@mail.cl;183209;912797122.0;Av Pedro de Valdivia 2400;Nunoa;13;Metropolitana;adicional;22310528-9;hijo;28-12-66;01-01-25;31-12-25;NO;;;Santa Cruz
24769873-0;Kevin Duarte Duarte;kevin.duarte65@mail.cl;760337;995611857.0;Av Vicu�a Mackenna 200;Independencia;13;Metropolitana;invitado;7156539-4;primo;17-04-97;01-01-25;31-12-25;NO;;;Santiago Centro
22163787-9;Beatriz Espinoza Duarte;beatriz.espinoza109@mail.cl;998963096;936275600.0;Av Apoquindo 1800;Santa Cruz;6;O'Higgins;adicional;16653005-1;padre;-1990;01-01-25;31-12-25;NO;;;Providencia
7785879-4;Daniela Henriquez Mendez;daniela.henriquez806@mail.cl;945086625;963539056.0;Av Pedro de Valdivia 1000;La Florida;13;Metropolitana;beneficiario;6433429-8;c—nyuge;08-01-57;01-01-25;31-12-25;NO;;;Santa Cruz
14669673-2;Mauricio Barrera Henriquez;mauricio.barrera830@mail.cl;119808;;Av Vitacura 3100;Nunoa;13;Metropolitana;socio_titular;;;19-10-98;01-01-25;31-12-25;SI;socio;clave8596;Providencia
6293949-7;Helena Pardo Espinoza;helena.pardo913@mail.cl;209939;;Av Vicu�a Mackenna 500;Santa Cruz;6;O'Higgins;invitado;20711164-3;hijo;03-02-61;01-01-25;31-12-25;NO;;;La Florida
23340683-K;Felicia Pardo Henriquez;felicia.pardo618@mail.cl;962214696;;Av Apoquindo 4000;La Reina;13;Metropolitana;invitado;15182198-7;primo;1990-01;01-01-25;31-12-25;NO;;;Providencia
5851582-9;Patricia Pardo Lagos;patricia.pardo417@mail.cl;853950;;Av Alameda 3800;Las Condes;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave8578;Santa Cruz
20134868-4;Kevin Mendez Quezada;kevin.mendez779@mail.cl;914687271;;Av Vitacura 2000;La Florida;13;Metropolitana;invitado;15372071-5;abuela;23-10-99;01-01-25;31-12-25;NO;;;La Florida
15049972-0;Javiera Fuentes Espinoza;javiera.fuentes407@mail.cl;594117;989892402.0;Av Apoquindo 2900;Nunoa;13;Metropolitana;administrativo;;;14-09-55;01-01-25;31-12-25;SI;administrativo;clave8908;Santiago Centro
18927937-6;Beatriz Lagos Ortiz;beatriz.lagos602@mail.cl;69589;;Av Vicu�a Mackenna 1100;La Reina;13;Metropolitana;adicional;7204671-7;padre;25-12-87;01-01-25;31-12-25;NO;;;La Florida
22052029-3;Felicia Ortiz Alvarez;felicia.ortiz855@mail.cl;701279;943642355.0;Av Vicu�a Mackenna 3200;Puente Alto;13;Metropolitana;adicional;8240232-3;abuelo;01-08-93;01-01-25;31-12-25;NO;;;La Florida
14724940-3;Ignacio Duarte Iturra;ignacio.duarte33@mail.cl;550377;922437428.0;Av Recoleta 2600;Santiago;13;Metropolitana;socio_titular;;;28-07-77;01-01-25;31-12-25;SI;socio;clave4454;Santiago Centro
5190592-K;Natalia Quezada Espinoza;natalia.quezada409@mail.cl;988120551;;Av Macul 3900;San Miguel;13;Metropolitana;invitado;7911988-2;prima;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
14889181-8;Helena Ortiz Nuñez;helena.ortiz851@mail.cl;551668;914073416.0;Av Vicu�a Mackenna 2600;Santa Cruz;6;O'Higgins;socio_titular;;;11-11-81;01-01-25;31-12-25;SI;socio;clave4442;La Florida
6082822-9;Enrique Jara Contreras;enrique.jara996@mail.cl;979092056;;Av Vitacura 3500;Nunoa;13;Metropolitana;invitado;5022332-9;madre;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
23270681-3;Loreto Lagos Contreras;loreto.lagos217@mail.cl;16963;;Av Vicu�a Mackenna 3800;Puente Alto;13;Metropolitana;socio_titular;;;15-09-03;01-01-25;31-12-25;SI;socio;clave2355;Santa Cruz
20068284-K;Javiera Lagos Lagos;javiera.lagos519@mail.cl;280802;927964754.0;Av Macul 2200;Nunoa;13;Metropolitana;beneficiario;11414231-K;c—nyuge;26-09-02;01-01-25;31-12-25;NO;;;Providencia
23488212-0;Enrique Henriquez Pardo;enrique.henriquez211@mail.cl;927622107;931580702.0;Av Macul 2200;Las Condes;13;Metropolitana;invitado;9423746-7;madre;-1990;01-01-25;31-12-25;NO;;;Providencia
5687544-1;Daniela Espinoza Galdames;daniela.espinoza189@mail.cl;980730766;;Av Macul 400;Puente Alto;13;Metropolitana;invitado;6547530-6;hijo;21-12-01;01-01-25;31-12-25;NO;;;Providencia
18845616-6;Mauricio Pardo Fuentes;mauricio.pardo605@mail.cl;987464896;982107641.0;Av Macul 3300;Providencia;13;Metropolitana;invitado;7337201-1;padre;22-12-91;01-01-25;31-12-25;NO;;;Santiago Centro
22748876-8;Helena Pardo Alvarez;helena.pardo240@mail.cl;943626711;945762969.0;Av Alameda 700;La Reina;13;Metropolitana;socio_titular;;;11-01-62;01-01-25;31-12-25;SI;socio;clave5564;La Florida
12016259-4;Kevin Quezada Ortiz;kevin.quezada75@mail.cl;963408903;920825738.0;Av Macul 600;La Reina;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave5324;Santa Cruz
21872313-9;Claudio Iturra Fuentes;claudio.iturra530@mail.cl;394817;;Av Vicu�a Mackenna 1000;Nunoa;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave5962;Providencia
18241786-9;Helena Jara Pardo;helena.jara348@mail.cl;951415;941278036.0;Av Macul 1100;Santa Cruz;6;O'Higgins;adicional;24724208-2;madre;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
23675099-K;Daniela Quezada Barrera;daniela.quezada114@mail.cl;710372;953631890.0;Av Gran Avenida 500;Maipu;13;Metropolitana;adicional;17317597-3;madre;07-05-68;01-01-25;31-12-25;NO;;;Santa Cruz
14595940-1;Helena Quezada Espinoza;helena.quezada148@mail.cl;942417136;998381009.0;Av Apoquindo 2300;Nunoa;13;Metropolitana;invitado;19206433-3;c—nyuge;18-09-83;01-01-25;31-12-25;NO;;;Providencia
16320800-8;Enrique Mendez Galdames;enrique.mendez805@mail.cl;18936;922536546.0;Av Apoquindo 100;Santa Cruz;6;O'Higgins;socio_titular;;;27-09-04;01-01-25;31-12-25;SI;socio;clave1975;Santiago Centro
